brand,os,ram,harddisksize,harddisktype,output
samsung,MacOS,12,128,SSD,Samsung-SW450
samsung,MacOS,12,128,Hardisk,Samsung-SW451
samsung,MacOS,12,128,solid state device,Samsung-SW452
samsung,MacOS,12,256,HDD,Samsung-SW453
samsung,MacOS,12,256,SSD,Samsung-SW454
samsung,MacOS,12,256,Hardisk,Samsung-SW455
samsung,MacOS,12,256,solid state device,Samsung-SW456
samsung,MacOS,12,500,HDD,Samsung-SW457
samsung,MacOS,12,500,SSD,Samsung-SW458
samsung,MacOS,12,500,Hardisk,Samsung-SW459
samsung,MacOS,12,500,solid state device,Samsung-SW460
samsung,MacOS,12,512,HDD,Samsung-SW461
samsung,MacOS,12,512,SSD,Samsung-SW462
samsung,MacOS,12,512,Hardisk,Samsung-SW463
samsung,MacOS,12,512,solid state device,Samsung-SW464
samsung,MacOS,12,750,HDD,Samsung-SW465
samsung,MacOS,12,750,SSD,Samsung-SW466
samsung,MacOS,12,750,Hardisk,Samsung-SW467
samsung,MacOS,12,750,solid state device,Samsung-SW468
samsung,MacOS,12,1024,HDD,Samsung-SW469
samsung,MacOS,12,1024,SSD,Samsung-SW470
samsung,MacOS,12,1024,Hardisk,Samsung-SW471
samsung,MacOS,12,1024,solid state device,Samsung-SW472
samsung,MacOS,12,1TB,HDD,Samsung-SW473
samsung,MacOS,12,1TB,SSD,Samsung-SW474
samsung,MacOS,12,1TB,Hardisk,Samsung-SW475
samsung,MacOS,12,1TB,solid state device,Samsung-SW476
samsung,MacOS,16,128,HDD,Samsung-SW477
samsung,MacOS,16,128,SSD,Samsung-SW478
samsung,MacOS,16,128,Hardisk,Samsung-SW479
samsung,MacOS,16,128,solid state device,Samsung-SW480
samsung,MacOS,16,256,HDD,Samsung-SW481
samsung,MacOS,16,256,SSD,Samsung-SW482
samsung,MacOS,16,256,Hardisk,Samsung-SW483
samsung,MacOS,16,256,solid state device,Samsung-SW484
samsung,MacOS,16,500,HDD,Samsung-SW485
samsung,MacOS,16,500,SSD,Samsung-SW486
samsung,MacOS,16,500,Hardisk,Samsung-SW487
samsung,MacOS,16,500,solid state device,Samsung-SW488
samsung,MacOS,16,512,HDD,Samsung-SW489
samsung,MacOS,16,512,SSD,Samsung-SW490
samsung,MacOS,16,512,Hardisk,Samsung-SW491
samsung,MacOS,16,512,solid state device,Samsung-SW492
samsung,MacOS,16,750,HDD,Samsung-SW493
samsung,MacOS,16,750,SSD,Samsung-SW494
samsung,MacOS,16,750,Hardisk,Samsung-SW495
samsung,MacOS,16,750,solid state device,Samsung-SW496
samsung,MacOS,16,1024,HDD,Samsung-SW497
samsung,MacOS,16,1024,SSD,Samsung-SW498
samsung,MacOS,16,1024,Hardisk,Samsung-SW499
samsung,MacOS,16,1024,solid state device,Samsung-SW500
samsung,MacOS,16,1TB,HDD,Samsung-SW501
samsung,MacOS,16,1TB,SSD,Samsung-SW502
samsung,MacOS,16,1TB,Hardisk,Samsung-SW503
samsung,MacOS,16,1TB,solid state device,Samsung-SW504
samsung,Mac OS,2,128,HDD,Samsung-SW505
samsung,Mac OS,2,128,SSD,Samsung-SW506
samsung,Mac OS,2,128,Hardisk,Samsung-SW507
samsung,Mac OS,2,128,solid state device,Samsung-SW508
samsung,Mac OS,2,256,HDD,Samsung-SW509
samsung,Mac OS,2,256,SSD,Samsung-SW510
samsung,Mac OS,2,256,Hardisk,Samsung-SW511
samsung,Mac OS,2,256,solid state device,Samsung-SW512
samsung,Mac OS,2,500,HDD,Samsung-SW513
samsung,Mac OS,2,500,SSD,Samsung-SW514
samsung,Mac OS,2,500,Hardisk,Samsung-SW515
samsung,Mac OS,2,500,solid state device,Samsung-SW516
samsung,Mac OS,2,512,HDD,Samsung-SW517
samsung,Mac OS,2,512,SSD,Samsung-SW518
samsung,Mac OS,2,512,Hardisk,Samsung-SW519
samsung,Mac OS,2,512,solid state device,Samsung-SW520
samsung,Mac OS,2,750,HDD,Samsung-SW521
samsung,Mac OS,2,750,SSD,Samsung-SW522
samsung,Mac OS,2,750,Hardisk,Samsung-SW523
samsung,Mac OS,2,750,solid state device,Samsung-SW524
samsung,Mac OS,2,1024,HDD,Samsung-SW525
samsung,Mac OS,2,1024,SSD,Samsung-SW526
samsung,Mac OS,2,1024,Hardisk,Samsung-SW527
samsung,Mac OS,2,1024,solid state device,Samsung-SW528
samsung,Mac OS,2,1TB,HDD,Samsung-SW529
samsung,Mac OS,2,1TB,SSD,Samsung-SW530
samsung,Mac OS,2,1TB,Hardisk,Samsung-SW531
samsung,Mac OS,2,1TB,solid state device,Samsung-SW532
samsung,Mac OS,4,128,HDD,Samsung-SW533
samsung,Mac OS,4,128,SSD,Samsung-SW534
samsung,Mac OS,4,128,Hardisk,Samsung-SW535
samsung,Mac OS,4,128,solid state device,Samsung-SW536
samsung,Mac OS,4,256,HDD,Samsung-SW537
samsung,Mac OS,4,256,SSD,Samsung-SW538
samsung,Mac OS,4,256,Hardisk,Samsung-SW539
samsung,Mac OS,4,256,solid state device,Samsung-SW540
samsung,Mac OS,4,500,HDD,Samsung-SW541
samsung,Mac OS,4,500,SSD,Samsung-SW542
samsung,Mac OS,4,500,Hardisk,Samsung-SW543
samsung,Mac OS,4,500,solid state device,Samsung-SW544
samsung,Mac OS,4,512,HDD,Samsung-SW545
samsung,Mac OS,4,512,SSD,Samsung-SW546
samsung,Mac OS,4,512,Hardisk,Samsung-SW547
samsung,Mac OS,4,512,solid state device,Samsung-SW548
samsung,Mac OS,4,750,HDD,Samsung-SW549
samsung,Mac OS,4,750,SSD,Samsung-SW550
samsung,Mac OS,4,750,Hardisk,Samsung-SW551
samsung,Mac OS,4,750,solid state device,Samsung-SW552
samsung,Mac OS,4,1024,HDD,Samsung-SW553
samsung,Mac OS,4,1024,SSD,Samsung-SW554
samsung,Mac OS,4,1024,Hardisk,Samsung-SW555
samsung,Mac OS,4,1024,solid state device,Samsung-SW556
samsung,Mac OS,4,1TB,HDD,Samsung-SW557
samsung,Mac OS,4,1TB,SSD,Samsung-SW558
samsung,Mac OS,4,1TB,Hardisk,Samsung-SW559
samsung,Mac OS,4,1TB,solid state device,Samsung-SW560
samsung,Mac OS,6,128,HDD,Samsung-SW561
samsung,Mac OS,6,128,SSD,Samsung-SW562
samsung,Mac OS,6,128,Hardisk,Samsung-SW563
samsung,Mac OS,6,128,solid state device,Samsung-SW564
samsung,Mac OS,6,256,HDD,Samsung-SW565
samsung,Mac OS,6,256,SSD,Samsung-SW566
samsung,Mac OS,6,256,Hardisk,Samsung-SW567
samsung,Mac OS,6,256,solid state device,Samsung-SW568
samsung,Mac OS,6,500,HDD,Samsung-SW569
samsung,Mac OS,6,500,SSD,Samsung-SW570
samsung,Mac OS,6,500,Hardisk,Samsung-SW571
samsung,Mac OS,6,500,solid state device,Samsung-SW572
samsung,Mac OS,6,512,HDD,Samsung-SW573
samsung,Mac OS,6,512,SSD,Samsung-SW574
samsung,Mac OS,6,512,Hardisk,Samsung-SW575
samsung,Mac OS,6,512,solid state device,Samsung-SW576
samsung,Mac OS,6,750,HDD,Samsung-SW577
samsung,Mac OS,6,750,SSD,Samsung-SW578
samsung,Mac OS,6,750,Hardisk,Samsung-SW579
samsung,Mac OS,6,750,solid state device,Samsung-SW580
samsung,Mac OS,6,1024,HDD,Samsung-SW581
samsung,Mac OS,6,1024,SSD,Samsung-SW582
samsung,Mac OS,6,1024,Hardisk,Samsung-SW583
samsung,Mac OS,6,1024,solid state device,Samsung-SW584
samsung,Mac OS,6,1TB,HDD,Samsung-SW585
samsung,Mac OS,6,1TB,SSD,Samsung-SW586
samsung,Mac OS,6,1TB,Hardisk,Samsung-SW587
samsung,Mac OS,6,1TB,solid state device,Samsung-SW588
samsung,Mac OS,8,128,HDD,Samsung-SW589
samsung,Mac OS,8,128,SSD,Samsung-SW590
samsung,Mac OS,8,128,Hardisk,Samsung-SW591
samsung,Mac OS,8,128,solid state device,Samsung-SW592
samsung,Mac OS,8,256,HDD,Samsung-SW593
samsung,Mac OS,8,256,SSD,Samsung-SW594
samsung,Mac OS,8,256,Hardisk,Samsung-SW595
samsung,Mac OS,8,256,solid state device,Samsung-SW596
samsung,Mac OS,8,500,HDD,Samsung-SW597
samsung,Mac OS,8,500,SSD,Samsung-SW598
samsung,Mac OS,8,500,Hardisk,Samsung-SW599
samsung,Mac OS,8,500,solid state device,Samsung-SW600
samsung,Mac OS,8,512,HDD,Samsung-SW601
samsung,Mac OS,8,512,SSD,Samsung-SW602
samsung,Mac OS,8,512,Hardisk,Samsung-SW603
samsung,Mac OS,8,512,solid state device,Samsung-SW604
samsung,Mac OS,8,750,HDD,Samsung-SW605
samsung,Mac OS,8,750,SSD,Samsung-SW606
samsung,Mac OS,8,750,Hardisk,Samsung-SW607
samsung,Mac OS,8,750,solid state device,Samsung-SW608
samsung,Mac OS,8,1024,HDD,Samsung-SW609
samsung,Mac OS,8,1024,SSD,Samsung-SW610
samsung,Mac OS,8,1024,Hardisk,Samsung-SW611
samsung,Mac OS,8,1024,solid state device,Samsung-SW612
samsung,Mac OS,8,1TB,HDD,Samsung-SW613
samsung,Mac OS,8,1TB,SSD,Samsung-SW614
samsung,Mac OS,8,1TB,Hardisk,Samsung-SW615
samsung,Mac OS,8,1TB,solid state device,Samsung-SW616
samsung,Mac OS,12,128,HDD,Samsung-SW617
samsung,Mac OS,12,128,SSD,Samsung-SW618
samsung,Mac OS,12,128,Hardisk,Samsung-SW619
samsung,Mac OS,12,128,solid state device,Samsung-SW620
samsung,Mac OS,12,256,HDD,Samsung-SW621
samsung,Mac OS,12,256,SSD,Samsung-SW622
samsung,Mac OS,12,256,Hardisk,Samsung-SW623
samsung,Mac OS,12,256,solid state device,Samsung-SW624
samsung,Mac OS,12,500,HDD,Samsung-SW625
samsung,Mac OS,12,500,SSD,Samsung-SW626
samsung,Mac OS,12,500,Hardisk,Samsung-SW627
samsung,Mac OS,12,500,solid state device,Samsung-SW628
samsung,Mac OS,12,512,HDD,Samsung-SW629
samsung,Mac OS,12,512,SSD,Samsung-SW630
samsung,Mac OS,12,512,Hardisk,Samsung-SW631
samsung,Mac OS,12,512,solid state device,Samsung-SW632
samsung,Mac OS,12,750,HDD,Samsung-SW633
samsung,Mac OS,12,750,SSD,Samsung-SW634
samsung,Mac OS,12,750,Hardisk,Samsung-SW635
samsung,Mac OS,12,750,solid state device,Samsung-SW636
samsung,Mac OS,12,1024,HDD,Samsung-SW637
samsung,Mac OS,12,1024,SSD,Samsung-SW638
samsung,Mac OS,12,1024,Hardisk,Samsung-SW639
samsung,Mac OS,12,1024,solid state device,Samsung-SW640
samsung,Mac OS,12,1TB,HDD,Samsung-SW641
samsung,Mac OS,12,1TB,SSD,Samsung-SW642
samsung,Mac OS,12,1TB,Hardisk,Samsung-SW643
samsung,Mac OS,12,1TB,solid state device,Samsung-SW644
samsung,Mac OS,16,128,HDD,Samsung-SW645
samsung,Mac OS,16,128,SSD,Samsung-SW646
samsung,Mac OS,16,128,Hardisk,Samsung-SW647
samsung,Mac OS,16,128,solid state device,Samsung-SW648
samsung,Mac OS,16,256,HDD,Samsung-SW649
samsung,Mac OS,16,256,SSD,Samsung-SW650
samsung,Mac OS,16,256,Hardisk,Samsung-SW651
samsung,Mac OS,16,256,solid state device,Samsung-SW652
samsung,Mac OS,16,500,HDD,Samsung-SW653
samsung,Mac OS,16,500,SSD,Samsung-SW654
samsung,Mac OS,16,500,Hardisk,Samsung-SW655
samsung,Mac OS,16,500,solid state device,Samsung-SW656
samsung,Mac OS,16,512,HDD,Samsung-SW657
samsung,Mac OS,16,512,SSD,Samsung-SW658
samsung,Mac OS,16,512,Hardisk,Samsung-SW659
samsung,Mac OS,16,512,solid state device,Samsung-SW660
samsung,Mac OS,16,750,HDD,Samsung-SW661
samsung,Mac OS,16,750,SSD,Samsung-SW662
samsung,Mac OS,16,750,Hardisk,Samsung-SW663
samsung,Mac OS,16,750,solid state device,Samsung-SW664
samsung,Mac OS,16,1024,HDD,Samsung-SW665
samsung,Mac OS,16,1024,SSD,Samsung-SW666
samsung,Mac OS,16,1024,Hardisk,Samsung-SW667
samsung,Mac OS,16,1024,solid state device,Samsung-SW668
samsung,Mac OS,16,1TB,HDD,Samsung-SW669
samsung,Mac OS,16,1TB,SSD,Samsung-SW670
samsung,Mac OS,16,1TB,Hardisk,Samsung-SW671
samsung,Mac OS,16,1TB,solid state device,Samsung-SW672
samsung,ubuntu,2,128,HDD,Samsung-SW673
samsung,ubuntu,2,128,SSD,Samsung-SW674
samsung,ubuntu,2,128,Hardisk,Samsung-SW675
samsung,ubuntu,2,128,solid state device,Samsung-SW676
samsung,ubuntu,2,256,HDD,Samsung-SW677
samsung,ubuntu,2,256,SSD,Samsung-SW678
samsung,ubuntu,2,256,Hardisk,Samsung-SW679
samsung,ubuntu,2,256,solid state device,Samsung-SW680
samsung,ubuntu,2,500,HDD,Samsung-SW681
samsung,ubuntu,2,500,SSD,Samsung-SW682
samsung,ubuntu,2,500,Hardisk,Samsung-SW683
samsung,ubuntu,2,500,solid state device,Samsung-SW684
samsung,ubuntu,2,512,HDD,Samsung-SW685
samsung,ubuntu,2,512,SSD,Samsung-SW686
samsung,ubuntu,2,512,Hardisk,Samsung-SW687
samsung,ubuntu,2,512,solid state device,Samsung-SW688
samsung,ubuntu,2,750,HDD,Samsung-SW689
samsung,ubuntu,2,750,SSD,Samsung-SW690
samsung,ubuntu,2,750,Hardisk,Samsung-SW691
samsung,ubuntu,2,750,solid state device,Samsung-SW692
samsung,ubuntu,2,1024,HDD,Samsung-SW693
samsung,ubuntu,2,1024,SSD,Samsung-SW694
samsung,ubuntu,2,1024,Hardisk,Samsung-SW695
samsung,ubuntu,2,1024,solid state device,Samsung-SW696
samsung,ubuntu,2,1TB,HDD,Samsung-SW697
samsung,ubuntu,2,1TB,SSD,Samsung-SW698
samsung,ubuntu,2,1TB,Hardisk,Samsung-SW699
samsung,ubuntu,2,1TB,solid state device,Samsung-SW700
samsung,ubuntu,4,128,HDD,Samsung-SW701
samsung,ubuntu,4,128,SSD,Samsung-SW702
samsung,ubuntu,4,128,Hardisk,Samsung-SW703
samsung,ubuntu,4,128,solid state device,Samsung-SW704
samsung,ubuntu,4,256,HDD,Samsung-SW705
samsung,ubuntu,4,256,SSD,Samsung-SW706
samsung,ubuntu,4,256,Hardisk,Samsung-SW707
samsung,ubuntu,4,256,solid state device,Samsung-SW708
samsung,ubuntu,4,500,HDD,Samsung-SW709
samsung,ubuntu,4,500,SSD,Samsung-SW710
samsung,ubuntu,4,500,Hardisk,Samsung-SW711
samsung,ubuntu,4,500,solid state device,Samsung-SW712
samsung,ubuntu,4,512,HDD,Samsung-SW713
samsung,ubuntu,4,512,SSD,Samsung-SW714
samsung,ubuntu,4,512,Hardisk,Samsung-SW715
samsung,ubuntu,4,512,solid state device,Samsung-SW716
samsung,ubuntu,4,750,HDD,Samsung-SW717
samsung,ubuntu,4,750,SSD,Samsung-SW718
samsung,ubuntu,4,750,Hardisk,Samsung-SW719
samsung,ubuntu,4,750,solid state device,Samsung-SW720
samsung,ubuntu,4,1024,HDD,Samsung-SW721
samsung,ubuntu,4,1024,SSD,Samsung-SW722
samsung,ubuntu,4,1024,Hardisk,Samsung-SW723
samsung,ubuntu,4,1024,solid state device,Samsung-SW724
samsung,ubuntu,4,1TB,HDD,Samsung-SW725
samsung,ubuntu,4,1TB,SSD,Samsung-SW726
samsung,ubuntu,4,1TB,Hardisk,Samsung-SW727
samsung,ubuntu,4,1TB,solid state device,Samsung-SW728
samsung,ubuntu,6,128,HDD,Samsung-SW729
samsung,ubuntu,6,128,SSD,Samsung-SW730
samsung,ubuntu,6,128,Hardisk,Samsung-SW731
samsung,ubuntu,6,128,solid state device,Samsung-SW732
samsung,ubuntu,6,256,HDD,Samsung-SW733
samsung,ubuntu,6,256,SSD,Samsung-SW734
samsung,ubuntu,6,256,Hardisk,Samsung-SW735
samsung,ubuntu,6,256,solid state device,Samsung-SW736
samsung,ubuntu,6,500,HDD,Samsung-SW737
samsung,ubuntu,6,500,SSD,Samsung-SW738
samsung,ubuntu,6,500,Hardisk,Samsung-SW739
samsung,ubuntu,6,500,solid state device,Samsung-SW740
samsung,ubuntu,6,512,HDD,Samsung-SW741
samsung,ubuntu,6,512,SSD,Samsung-SW742
samsung,ubuntu,6,512,Hardisk,Samsung-SW743
samsung,ubuntu,6,512,solid state device,Samsung-SW744
samsung,ubuntu,6,750,HDD,Samsung-SW745
samsung,ubuntu,6,750,SSD,Samsung-SW746
samsung,ubuntu,6,750,Hardisk,Samsung-SW747
samsung,ubuntu,6,750,solid state device,Samsung-SW748
samsung,ubuntu,6,1024,HDD,Samsung-SW749
samsung,ubuntu,6,1024,SSD,Samsung-SW750
samsung,ubuntu,6,1024,Hardisk,Samsung-SW751
samsung,ubuntu,6,1024,solid state device,Samsung-SW752
samsung,ubuntu,6,1TB,HDD,Samsung-SW753
samsung,ubuntu,6,1TB,SSD,Samsung-SW754
samsung,ubuntu,6,1TB,Hardisk,Samsung-SW755
samsung,ubuntu,6,1TB,solid state device,Samsung-SW756
samsung,ubuntu,8,128,HDD,Samsung-SW757
samsung,ubuntu,8,128,SSD,Samsung-SW758
samsung,ubuntu,8,128,Hardisk,Samsung-SW759
samsung,ubuntu,8,128,solid state device,Samsung-SW760
samsung,ubuntu,8,256,HDD,Samsung-SW761
samsung,ubuntu,8,256,SSD,Samsung-SW762
samsung,ubuntu,8,256,Hardisk,Samsung-SW763
samsung,ubuntu,8,256,solid state device,Samsung-SW764
samsung,ubuntu,8,500,HDD,Samsung-SW765
samsung,ubuntu,8,500,SSD,Samsung-SW766
samsung,ubuntu,8,500,Hardisk,Samsung-SW767
samsung,ubuntu,8,500,solid state device,Samsung-SW768
samsung,ubuntu,8,512,HDD,Samsung-SW769
samsung,ubuntu,8,512,SSD,Samsung-SW770
samsung,ubuntu,8,512,Hardisk,Samsung-SW771
samsung,ubuntu,8,512,solid state device,Samsung-SW772
samsung,ubuntu,8,750,HDD,Samsung-SW773
samsung,ubuntu,8,750,SSD,Samsung-SW774
samsung,ubuntu,8,750,Hardisk,Samsung-SW775
samsung,ubuntu,8,750,solid state device,Samsung-SW776
samsung,ubuntu,8,1024,HDD,Samsung-SW777
samsung,ubuntu,8,1024,SSD,Samsung-SW778
samsung,ubuntu,8,1024,Hardisk,Samsung-SW779
samsung,ubuntu,8,1024,solid state device,Samsung-SW780
samsung,ubuntu,8,1TB,HDD,Samsung-SW781
samsung,ubuntu,8,1TB,SSD,Samsung-SW782
samsung,ubuntu,8,1TB,Hardisk,Samsung-SW783
samsung,ubuntu,8,1TB,solid state device,Samsung-SW784
samsung,ubuntu,12,128,HDD,Samsung-SW785
samsung,ubuntu,12,128,SSD,Samsung-SW786
samsung,ubuntu,12,128,Hardisk,Samsung-SW787
samsung,ubuntu,12,128,solid state device,Samsung-SW788
samsung,ubuntu,12,256,HDD,Samsung-SW789
samsung,ubuntu,12,256,SSD,Samsung-SW790
samsung,ubuntu,12,256,Hardisk,Samsung-SW791
samsung,ubuntu,12,256,solid state device,Samsung-SW792
samsung,ubuntu,12,500,HDD,Samsung-SW793
samsung,ubuntu,12,500,SSD,Samsung-SW794
samsung,ubuntu,12,500,Hardisk,Samsung-SW795
samsung,ubuntu,12,500,solid state device,Samsung-SW796
samsung,ubuntu,12,512,HDD,Samsung-SW797
samsung,ubuntu,12,512,SSD,Samsung-SW798
samsung,ubuntu,12,512,Hardisk,Samsung-SW799
samsung,ubuntu,12,512,solid state device,Samsung-SW800
samsung,ubuntu,12,750,HDD,Samsung-SW801
samsung,ubuntu,12,750,SSD,Samsung-SW802
samsung,ubuntu,12,750,Hardisk,Samsung-SW803
samsung,ubuntu,12,750,solid state device,Samsung-SW804
samsung,ubuntu,12,1024,HDD,Samsung-SW805
samsung,ubuntu,12,1024,SSD,Samsung-SW806
samsung,ubuntu,12,1024,Hardisk,Samsung-SW807
samsung,ubuntu,12,1024,solid state device,Samsung-SW808
samsung,ubuntu,12,1TB,HDD,Samsung-SW809
samsung,ubuntu,12,1TB,SSD,Samsung-SW810
samsung,ubuntu,12,1TB,Hardisk,Samsung-SW811
samsung,ubuntu,12,1TB,solid state device,Samsung-SW812
samsung,ubuntu,16,128,HDD,Samsung-SW813
samsung,ubuntu,16,128,SSD,Samsung-SW814
samsung,ubuntu,16,128,Hardisk,Samsung-SW815
samsung,ubuntu,16,128,solid state device,Samsung-SW816
samsung,ubuntu,16,256,HDD,Samsung-SW817
samsung,ubuntu,16,256,SSD,Samsung-SW818
samsung,ubuntu,16,256,Hardisk,Samsung-SW819
samsung,ubuntu,16,256,solid state device,Samsung-SW820
samsung,ubuntu,16,500,HDD,Samsung-SW821
samsung,ubuntu,16,500,SSD,Samsung-SW822
samsung,ubuntu,16,500,Hardisk,Samsung-SW823
samsung,ubuntu,16,500,solid state device,Samsung-SW824
samsung,ubuntu,16,512,HDD,Samsung-SW825
samsung,ubuntu,16,512,SSD,Samsung-SW826
samsung,ubuntu,16,512,Hardisk,Samsung-SW827
samsung,ubuntu,16,512,solid state device,Samsung-SW828
samsung,ubuntu,16,750,HDD,Samsung-SW829
samsung,ubuntu,16,750,SSD,Samsung-SW830
samsung,ubuntu,16,750,Hardisk,Samsung-SW831
samsung,ubuntu,16,750,solid state device,Samsung-SW832
samsung,ubuntu,16,1024,HDD,Samsung-SW833
samsung,ubuntu,16,1024,SSD,Samsung-SW834
samsung,ubuntu,16,1024,Hardisk,Samsung-SW835
samsung,ubuntu,16,1024,solid state device,Samsung-SW836
samsung,ubuntu,16,1TB,HDD,Samsung-SW837
samsung,ubuntu,16,1TB,SSD,Samsung-SW838
samsung,ubuntu,16,1TB,Hardisk,Samsung-SW839
samsung,ubuntu,16,1TB,solid state device,Samsung-SW840
samsung,Fedora,2,128,HDD,Samsung-SW841
samsung,Fedora,2,128,SSD,Samsung-SW842
samsung,Fedora,2,128,Hardisk,Samsung-SW843
samsung,Fedora,2,128,solid state device,Samsung-SW844
samsung,Fedora,2,256,HDD,Samsung-SW845
samsung,Fedora,2,256,SSD,Samsung-SW846
samsung,Fedora,2,256,Hardisk,Samsung-SW847
samsung,Fedora,2,256,solid state device,Samsung-SW848
samsung,Fedora,2,500,HDD,Samsung-SW849
samsung,Fedora,2,500,SSD,Samsung-SW850
samsung,Fedora,2,500,Hardisk,Samsung-SW851
samsung,Fedora,2,500,solid state device,Samsung-SW852
samsung,Fedora,2,512,HDD,Samsung-SW853
samsung,Fedora,2,512,SSD,Samsung-SW854
samsung,Fedora,2,512,Hardisk,Samsung-SW855
samsung,Fedora,2,512,solid state device,Samsung-SW856
samsung,Fedora,2,750,HDD,Samsung-SW857
samsung,Fedora,2,750,SSD,Samsung-SW858
samsung,Fedora,2,750,Hardisk,Samsung-SW859
samsung,Fedora,2,750,solid state device,Samsung-SW860
samsung,Fedora,2,1024,HDD,Samsung-SW861
samsung,Fedora,2,1024,SSD,Samsung-SW862
samsung,Fedora,2,1024,Hardisk,Samsung-SW863
samsung,Fedora,2,1024,solid state device,Samsung-SW864
samsung,Fedora,2,1TB,HDD,Samsung-SW865
samsung,Fedora,2,1TB,SSD,Samsung-SW866
samsung,Fedora,2,1TB,Hardisk,Samsung-SW867
samsung,Fedora,2,1TB,solid state device,Samsung-SW868
samsung,Fedora,4,128,HDD,Samsung-SW869
samsung,Fedora,4,128,SSD,Samsung-SW870
samsung,Fedora,4,128,Hardisk,Samsung-SW871
samsung,Fedora,4,128,solid state device,Samsung-SW872
samsung,Fedora,4,256,HDD,Samsung-SW873
samsung,Fedora,4,256,SSD,Samsung-SW874
samsung,Fedora,4,256,Hardisk,Samsung-SW875
samsung,Fedora,4,256,solid state device,Samsung-SW876
samsung,Fedora,4,500,HDD,Samsung-SW877
samsung,Fedora,4,500,SSD,Samsung-SW878
samsung,Fedora,4,500,Hardisk,Samsung-SW879
samsung,Fedora,4,500,solid state device,Samsung-SW880
samsung,Fedora,4,512,HDD,Samsung-SW881
samsung,Fedora,4,512,SSD,Samsung-SW882
samsung,Fedora,4,512,Hardisk,Samsung-SW883
samsung,Fedora,4,512,solid state device,Samsung-SW884
samsung,Fedora,4,750,HDD,Samsung-SW885
samsung,Fedora,4,750,SSD,Samsung-SW886
samsung,Fedora,4,750,Hardisk,Samsung-SW887
samsung,Fedora,4,750,solid state device,Samsung-SW888
samsung,Fedora,4,1024,HDD,Samsung-SW889
samsung,Fedora,4,1024,SSD,Samsung-SW890
samsung,Fedora,4,1024,Hardisk,Samsung-SW891
samsung,Fedora,4,1024,solid state device,Samsung-SW892
samsung,Fedora,4,1TB,HDD,Samsung-SW893
samsung,Fedora,4,1TB,SSD,Samsung-SW894
samsung,Fedora,4,1TB,Hardisk,Samsung-SW895
samsung,Fedora,4,1TB,solid state device,Samsung-SW896
samsung,Fedora,6,128,HDD,Samsung-SW897
samsung,Fedora,6,128,SSD,Samsung-SW898
samsung,Fedora,6,128,Hardisk,Samsung-SW899
samsung,Fedora,6,128,solid state device,Samsung-SW900
samsung,Fedora,6,256,HDD,Samsung-SW901
samsung,Fedora,6,256,SSD,Samsung-SW902
samsung,Fedora,6,256,Hardisk,Samsung-SW903
samsung,Fedora,6,256,solid state device,Samsung-SW904
samsung,Fedora,6,500,HDD,Samsung-SW905
samsung,Fedora,6,500,SSD,Samsung-SW906
samsung,Fedora,6,500,Hardisk,Samsung-SW907
samsung,Fedora,6,500,solid state device,Samsung-SW908
samsung,Fedora,6,512,HDD,Samsung-SW909
samsung,Fedora,6,512,SSD,Samsung-SW910
samsung,Fedora,6,512,Hardisk,Samsung-SW911
samsung,Fedora,6,512,solid state device,Samsung-SW912
samsung,Fedora,6,750,HDD,Samsung-SW913
samsung,Fedora,6,750,SSD,Samsung-SW914
samsung,Fedora,6,750,Hardisk,Samsung-SW915
samsung,Fedora,6,750,solid state device,Samsung-SW916
samsung,Fedora,6,1024,HDD,Samsung-SW917
samsung,Fedora,6,1024,SSD,Samsung-SW918
samsung,Fedora,6,1024,Hardisk,Samsung-SW919
samsung,Fedora,6,1024,solid state device,Samsung-SW920
samsung,Fedora,6,1TB,HDD,Samsung-SW921
samsung,Fedora,6,1TB,SSD,Samsung-SW922
samsung,Fedora,6,1TB,Hardisk,Samsung-SW923
samsung,Fedora,6,1TB,solid state device,Samsung-SW924
samsung,Fedora,8,128,HDD,Samsung-SW925
samsung,Fedora,8,128,SSD,Samsung-SW926
samsung,Fedora,8,128,Hardisk,Samsung-SW927
samsung,Fedora,8,128,solid state device,Samsung-SW928
samsung,Fedora,8,256,HDD,Samsung-SW929
samsung,Fedora,8,256,SSD,Samsung-SW930
samsung,Fedora,8,256,Hardisk,Samsung-SW931
samsung,Fedora,8,256,solid state device,Samsung-SW932
samsung,Fedora,8,500,HDD,Samsung-SW933
samsung,Fedora,8,500,SSD,Samsung-SW934
samsung,Fedora,8,500,Hardisk,Samsung-SW935
samsung,Fedora,8,500,solid state device,Samsung-SW936
samsung,Fedora,8,512,HDD,Samsung-SW937
samsung,Fedora,8,512,SSD,Samsung-SW938
samsung,Fedora,8,512,Hardisk,Samsung-SW939
samsung,Fedora,8,512,solid state device,Samsung-SW940
samsung,Fedora,8,750,HDD,Samsung-SW941
samsung,Fedora,8,750,SSD,Samsung-SW942
samsung,Fedora,8,750,Hardisk,Samsung-SW943
samsung,Fedora,8,750,solid state device,Samsung-SW944
samsung,Fedora,8,1024,HDD,Samsung-SW945
samsung,Fedora,8,1024,SSD,Samsung-SW946
samsung,Fedora,8,1024,Hardisk,Samsung-SW947
samsung,Fedora,8,1024,solid state device,Samsung-SW948
samsung,Fedora,8,1TB,HDD,Samsung-SW949
samsung,Fedora,8,1TB,SSD,Samsung-SW950
